"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","wFB","wSL","wCT","wFB/C","wSL/C","wCT/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFC%","piSI%","piSL%","pivFA","pivFC","pivSI","pivSL","piFA-X","piFC-X","piSI-X","piSL-X","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwFA","piwFC","piwSI","piwSL","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Blake Treinen",12572,"2024-09-26","SDP",22,2024,"LAD","H",36,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,2,1,1,0,0,0,0,0.25,-0.25,11.5869790840149,0,0,1,0,1,6.1664797782898,-6.1664797782898,9.19049659073353,0,148.527285571144,223.88448361004,0,0.333333333,0,0.666666666,0.5,0,2,18,9,8,17,0.0401000007987022,-0.044279970228672,0.0843799710273743,0.477999985218048,0.0505820102989674,0.974799990653992,0.843999981880188,0.843999981880188,0.148000001907349,1,1,0.0209897551685572,0.0201468894592287,0,0,0.52941176,95.33333333,0.29411765,84.8,0.17647059,90.33333333,0.30920621752739,0.280257523059845,-0.0947770029306412,3.43562463919322,5.6051504611969,-3.15923343102137,0.16666667,0.8,0.35294118,0.5,0.75,0.66666667,0.29411765,0.75,0.11764706,2,0,1,1,1,1,3,0.66666667,0,0.33333333,0.33333333,0.33333333,0.33333333,7.80226033648709,32.20951,51.43831,34.81314,46.08009,51.37697,43.9705,51.89283,54.14044,42.55552,20,58.48767,20,33.20174,53.52746,25.09092,1.16902,5.83062,65.24,128.8,102.88,72.72,130.1,128.1,103.42,95.96,109.24,97.9,13.7,26.4,84.8729411764706,99.2882352941176,100.155294117647,0.17647059,0.17647059,0.35294118,0.29411765,94.9666646321615,90.5333353678385,95.5499979654948,84.5799987792969,-6.13392066955566,0.362202326456706,-10.0625527699788,7.72196655273437,7.32618204752604,2.88137404123942,2.7698605855306,-0.458055591583252,0.213400114327669,-0.097261555492878,0.0792000517249107,0.283171057701111,7.11333714425564,-3.2420518497626,1.32000086208185,5.66342115402222,0.11111111,0.625,0.35294118,0,0.8,0.66666667,0.47058824,20.61538462,0.17647059,0.17647059,0.35294118,0.29411765,94.9057312011719,90.4640706380208,95.4767456054688,84.5343383789063,-5.27025318145752,1.25148836771647,-9.47229830423991,9.16974792480469,6.4227663675944,1.91138362884521,1.62952168782552,-2.02568397521973,0.213400114327669,-0.097261555492878,0.0792000517249107,0.283171057701111,7.11333714425564,-3.2420518497626,1.32000086208185,5.66342115402222,0.11111111,0.625,0.35294118,0,0.8,0.66666667,0.47058824,3,84.5409037272135,39.9669494628906,0,0,90.9762,0,0,"2024-09-26",0
"Blake Treinen",12572,"2024-09-25","SDP",22,2024,"LAD","H",36,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,0,1,0,0,0,0,0.66666667,0,0.66666667,-0.245715358213996,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-18.0757043893197,-18.3531359984531,0,1,0,0,0,0,0,0,0,7,7,0.117660008370876,0,0.117660008370876,0.477999985218048,0.0505820102989674,1.57066667079926,2.14800000190735,2.14800000190735,2.83399987220764,1,1,0.075058825314045,-0.000147954307274684,1,0,0.14285714,95,0.85714286,84.33333333,NA,NA,0.054188709706068,0.705624341964722,NA,5.4188709706068,11.760405699412,NA,0.66666667,0.5,0.57142857,0,1,0.5,0.57142857,1,0.28571429,1,0,0,0,0,1,1,1,0,0,0,0,1,1.75838071706768,80,51.69694,80,NA,NA,NA,66.49381,49.61293,61.4416,NA,NA,NA,78.04471,56.25461,75.62724,-1.6169,1.65174,76.1,150.98,125.6,NA,NA,NA,110.42,94.44,95.38,NA,NA,NA,105.517142857143,102.517142857143,99.6971428571429,0.14285714,NA,NA,0.85714286,94.5,NA,NA,84.2999979654948,-5.86339092254639,NA,NA,6.25716336568197,7.47196054458618,NA,NA,0.998855670293172,0.054773960262537,NA,NA,0.75592789426446,5.4773960262537,NA,NA,12.598798237741,1,0.4,0.57142857,0,1,0.5,0.71428571,18,0.14285714,NA,NA,0.85714286,94.4141998291016,NA,NA,84.2447662353516,-4.92498016357422,NA,NA,7.49899673461914,6.4550199508667,NA,NA,-0.445364236831665,0.054773960262537,NA,NA,0.75592789426446,5.4773960262537,NA,NA,12.598798237741,0.66666667,0.5,0.57142857,0,1,0.5,0.57142857,1,93.0535354614258,21.8349876403809,0,0,93.0535,0,0,"2024-09-25",0
"Blake Treinen",12572,"2024-09-22","COL",22,2024,"LAD","H",36,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,27,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-65.6765586637379,-66.6845831899186,0,0,0,0,0,0,2,18,4,10,14,0.0353999957442284,0,0.0353999957442284,0.477999985218048,0.0505820102989674,0.476666688919067,0.628000020980835,0.628000020980835,NA,0,1,0.074479416012764,-0.000213694142195242,0,0,0.42857143,95.33333333,0.57142857,84,NA,NA,0.248971626162529,0.516013085842133,NA,4.14952710270882,6.45016357302666,NA,0.5,0.33333333,0.42857143,0.25,1,0.5,0.42857143,0.66666667,0.21428571,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.74054490108013,23.65821,53.50182,24.75082,20,73.5851,30.10687,45.6,48.53243,28.83205,NA,NA,NA,32.1037,57.15593,23.45101,1.23724,5.93295,82.66,128.42,100,87.16,115.12,113.02,136.32,84.52,106.2,NA,NA,NA,114.287142857143,100.484285714286,106.332857142857,0.21428571,NA,0.21428571,0.57142857,95.2666625976562,NA,95.5,83.9749984741211,-7.81001281738281,NA,-11.0727386474609,8.58261680603027,8.52932039896647,NA,1.41989803314209,-0.740721225738525,0.256014946848154,NA,-0.00435131415724754,0.521925155073404,8.53383156160514,NA,-0.145043805241585,6.52406443841755,0.5,0.33333333,0.42857143,0.25,1,0.5,0.42857143,18.18181818,0.21428571,NA,0.21428571,0.57142857,95.1783650716146,NA,95.4414367675781,83.9009017944336,-6.78756968180339,NA,-10.3056602478027,9.9987325668335,7.52471669514974,NA,0.332578976949056,-2.26226377487183,0.256014946848154,NA,-0.00435131415724754,0.521925155073404,8.53383156160514,NA,-0.145043805241585,6.52406443841755,0.5,0.33333333,0.42857143,0.25,1,0.5,0.42857143,0,NA,NA,0,NA,NA,0,NA,"2024-09-22",0
"Blake Treinen",12572,"2024-09-20","COL",22,2024,"LAD","H",36,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-18.0757043893197,-18.3531359984531,1,0,1,0,0,0,0,0,7,9,16,0.0401000045239925,0,0.0401000045239925,0.477999985218048,0.0505820102989674,0.531333327293396,0.843999981880188,0.843999981880188,0.717999994754791,1,1,0.0758529007434845,-0.00038237694204829,0,0,0.625,95.1,0.375,84.33333333,NA,NA,0.78630530834198,-0.0529125817120075,NA,7.8630530834198,-0.881876361866792,NA,0.27272727,0.4,0.3125,0.66666667,1,0.8,0.3125,0.33333333,0.0625,0,0,1,0,0,1,1,0,0,1,0,0,1,-1.56158303899838,52.68659,55.73445,49.55336,80,60.5163,80,36.05379,56.85789,28.27027,NA,NA,NA,76.06178,58.69222,67.89795,-1.49371,1.83653,107.98,122.84,109.02,103.04,153.84,162.14,138.58,73.56,85.96,NA,NA,NA,116.985,119.86,126.9325,0.125,NA,0.5,0.375,94.5500030517578,NA,95.2249984741211,84.25,-5.19162893295288,NA,-10.3585414886475,7.63346481323242,8.34016227722168,NA,2.2894926071167,-0.394716103871663,0.019891619682312,NA,0.776713453233242,-0.0547828786075115,0.994580984115601,NA,9.70891816541553,-0.913047976791859,0.22222222,0.42857143,0.3125,1,0.66666667,0.8,0.4375,17.76923077,0.125,NA,0.5,0.375,94.4138488769531,NA,95.1083984375,84.1203816731771,-4.45960521697998,NA,-9.63631629943848,9.10916328430176,7.64528465270996,NA,1.06012427806854,-2.0437167485555,0.019891619682312,NA,0.776713453233242,-0.0547828786075115,0.994580984115601,NA,9.70891816541553,-0.913047976791859,0.22222222,0.42857143,0.3125,1,0.66666667,0.8,0.4375,1,105.698188781738,4.17785835266113,0,0,105.698,1,1,"2024-09-20",0
"Blake Treinen",12572,"2024-09-18","@MIA",22,2024,"LAD","A",36,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,1,0,0,1,0,0,0,0,0,4.72206241920756,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,77.1260041595167,114.84853560366,2,0,0.666666666,0.333333333,0,0,2,18,4,10,14,0.0331999994814396,-0.0265399999916553,0.0597399994730949,-0.0879999995231628,-0.00875621847808361,0.953599989414215,0.662999987602234,1.32599997520447,0.349999994039536,1,1,0.0130827445536852,0.0217326915306146,0,0,0.64285714,94.22222222,0.28571429,83.5,0.07142857,91,-0.086698055267334,-0.110206671059132,0.054188709706068,-0.9633117251926,-2.75516677647829,5.4188709706068,0.33333333,0.75,0.57142857,1,0.83333333,0.875,0.57142857,0.66666667,0.07142857,0,2,1,0,3,0,3,0,0.66666667,0.33333333,0,1,0,1.14873363841544,NA,NA,NA,78.74597,65.53619,59.96894,66.15058,62.50594,55.37104,80,52.70719,80,80,63.64205,71.54289,-2.13078,0.88092,NA,NA,NA,107.44,97.4,117.82,141.72,105.58,118.76,94.9,138.62,126.76,116.338571428571,102.681428571429,118.727142857143,NA,0.07142857,0.64285714,0.28571429,NA,90.5,94.2777777777778,83.4250030517578,NA,0.333128839731216,-11.6812210083008,8.32551956176758,NA,4.02147674560547,2.03165181477865,-0.47556084394455,NA,0.054773960262537,-0.0825837142765522,-0.112752821296453,NA,5.4773960262537,-0.917596825295024,-2.81882053241134,0.25,0.7,0.57142857,1,0.85714286,0.875,0.71428571,20.66666667,NA,0.07142857,0.64285714,0.28571429,NA,90.3452987670898,94.1406656901042,83.2380523681641,NA,1.59433996677399,-10.7959662543403,9.70722770690918,NA,2.39663004875183,0.31402325630188,-2.22496843338013,NA,0.054773960262537,-0.0825837142765522,-0.112752821296453,NA,5.4773960262537,-0.917596825295024,-2.81882053241134,0.2,0.77777778,0.57142857,1,0.85714286,0.875,0.64285714,3,93.5745442708333,-0.562988758087158,0,0,99.2651,1,0.33333333,"2024-09-18",0
"Blake Treinen",12572,"2024-09-16","@ATL",22,2024,"LAD","A",36,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,29.5251498850985,103.055865631376,0,0,0,1,0,0,6,54,4,7,11,0.0553200021386147,0,0.0553200021386147,0.507000029087067,0.0515243895351887,0.71973329782486,1.05719995498657,1.05719995498657,0.0412000007927418,1,1,0.0770915448665619,-0.00022973743622641,0,0,0.45454545,95.4,0.54545455,84.83333333,NA,NA,0.503293514251709,0.251347869634628,NA,10.0658702850342,4.18913116057714,NA,0.33333333,0.6,0.45454545,0.5,1,0.8,0.45454545,0.33333333,0.09090909,0,1,1,0,2,0,2,0,0.5,0.5,0,1,0,-0.504846424899116,80,51.33094,80,80,64.94275,58.51779,20,59.54699,20,NA,NA,NA,58.50649,63.74131,40.33292,-0.40307,3.47249,65.22,161.98,130.8,110.28,159.74,167.82,138.18,57.9,80.78,NA,NA,NA,121.401818181818,104.394545454545,116.978181818182,0.09090909,NA,0.36363636,0.54545455,94.8000030517578,NA,95.3000030517578,84.6833343505859,-5.94946146011353,NA,-10.3837223052979,7.70084635416667,6.15683698654175,NA,1.82260620594025,-0.00606829797228177,0.057969942688942,NA,0.451371423900127,0.254050526767969,5.7969942688942,NA,11.2842855975032,4.23417544613282,0.33333333,0.6,0.45454545,0.5,1,0.8,0.45454545,17.57142857,0.09090909,NA,0.36363636,0.54545455,94.7183990478516,NA,95.2120971679688,84.5673980712891,-4.92262983322144,NA,-9.55851936340332,9.27011171976725,5.11746978759766,NA,0.32840222120285,-1.8149782816569,0.057969942688942,NA,0.451371423900127,0.254050526767969,5.7969942688942,NA,11.2842855975032,4.23417544613282,0.33333333,0.6,0.45454545,0.5,1,0.8,0.45454545,2,86.2257843017578,50.2455215454102,0,0,95.0692,1,0.5,"2024-09-16",0
"Blake Treinen",12572,"2024-09-15","@ATL",22,2024,"LAD","A",36,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,77.1260041595167,78.3097583844777,3,0,1,0,0,0,0,0,5,7,12,0.0882400050759315,0,0.0882400050759315,0.507000029087067,0.0515243895351887,1.15906667709351,1.51119995117188,1.51119995117188,1.81119990348816,1,1,0.0761497467756271,-1.95233641460957e-05,1,0,0.58333333,95.85714286,0.41666667,85,NA,NA,0.698371231555939,-0.0621155276894569,NA,9.97673187937055,-1.24231055378914,NA,0.28571429,0.6,0.41666667,1,1,1,0.41666667,0.66666667,0,1,2,0,1,1,1,3,0.33333333,0.66666667,0,0.33333333,0.33333333,0.33333333,1.34558638256929,55.08629,44.67387,43.47094,59.55995,54.19479,67.06759,26.94095,60.66233,27.9913,NA,NA,NA,47.46576,55.91467,50.27676,0.28285,4.50137,76.92,90.04,54.36,108.34,110.84,109.92,140.52,43.8,57.7,NA,NA,NA,116.511666666667,79.44,78.9016666666667,0.16666667,NA,0.41666667,0.41666667,94.8499984741211,NA,95.8599975585937,85.1400024414063,-5.08237552642822,NA,-10.4720565795898,7.68180160522461,7.19915008544922,NA,2.31425952911377,-0.68611421585083,0.21909099817276,NA,0.488771021366119,-0.0636429525911808,10.954549908638,NA,9.77542042732239,-1.27285905182362,0.33333333,0.5,0.41666667,1,1,1,0.5,17.55555556,0.16666667,NA,0.41666667,0.41666667,94.7529983520508,NA,95.8207214355469,85.08505859375,-3.90659523010254,NA,-9.51475830078125,9.30387191772461,5.95911502838135,NA,0.859482955932617,-2.3936014175415,0.21909099817276,NA,0.488771021366119,-0.0636429525911808,10.954549908638,NA,9.77542042732239,-1.27285905182362,0.2,0.57142857,0.41666667,1,1,1,0.58333333,3,81.0766194661458,-9.11107699076335,0,0,93.4256,0,0,"2024-09-15",0
"Blake Treinen",12572,"2024-09-11","CHC",22,2024,"LAD","H",36,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,29.5251498850985,29.9783111930123,2,0,1,0,0,0,0,0,5,11,16,0.0736199989914894,0,0.0736199989914894,0.477999985218048,0.0505820102989674,0.98800003528595,1.3400000333786,1.3400000333786,1.53600001335144,1,1,0.0746410638093948,-0.000126897450906702,1,0,0.4375,94.14285714,0.5,84.125,0.0625,89,-0.103415071964264,0.726597964763641,0.0673001259565353,-1.47735817091806,9.08247455954552,6.73001259565353,0.14285714,0.66666667,0.4375,0,0.83333333,0.71428571,0.5625,1,0.125,2,0,0,0,2,0,2,1,0,0,0,1,0,-0.212730506151429,20,57.252,20,62.37231,67.10191,43.3316,72.209,53.29967,69.73425,20,50.63774,20,41.95282,59.06854,24.78508,0.62535,5.01512,103.68,39.9,21.66,121,91.22,106.26,133.78,125.28,135.84,58.04,-56.92,-77.82,119.125,86.16125,88.395,0.25,0.0625,0.1875,0.5,93.9250030517578,89.3000030517578,94.2666625976562,84.0124969482422,-6.15854978561401,-4.27057266235352,-10.6380411783854,7.77961397171021,7.53763961791992,5.14767599105835,1.74872414271037,-0.243396073579788,-0.110643412917852,0.0682137757539749,0.00434239581227303,0.736786175519228,-2.76608532294631,6.82137757539749,0.144746527075768,9.20982719399035,0.14285714,0.66666667,0.4375,0,0.83333333,0.71428571,0.5625,20.15384615,0.3125,NA,0.1875,0.5,92.6807189941406,NA,93.9476318359375,83.6945037841797,-5.12397003173828,NA,-9.95130666097005,9.08616828918457,6.49011840820313,NA,0.249797463417053,-1.70958721637726,-0.0424296371638775,NA,0.00434239581227303,0.736786175519228,-0.84859274327755,NA,0.144746527075768,9.20982719399035,0.14285714,0.66666667,0.4375,0,0.83333333,0.71428571,0.5625,2,81.9774017333984,-1.86669337749481,0,0,92.3577,0,0,"2024-09-11",0
"Blake Treinen",12572,"2024-09-10","CHC",22,2024,"LAD","H",36,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,3,0,0,0,0,0,0,0,0,8.41372908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,7.70250499695539,0,77.1260041595167,187.926090042024,0.333333333,0,0.25,0.75,0,0,0,0,9,12,21,0.0632400140166283,-0.0539999976754189,0.117240011692047,0.477999985218048,0.0505820065736771,1.29299998283386,1.21399998664856,1.21399998664856,1.32000005245209,1,1,0.0159835182130337,0.0329260060377133,1,0,0.28571429,94.5,0.61904762,83.15384615,0.0952381,90.5,-0.426403611898422,0.377891182899475,0.00212088227272034,-7.1067268649737,2.90685525307289,0.106044113636017,0.35714286,0.71428571,0.47619048,0.8,1,0.9,0.33333333,0.25,0.04761905,1,1,2,1,1,2,4,0.25,0.25,0.5,0.25,0.25,0.5,0.915204600259674,NA,NA,NA,54.61254,59.62715,74.04028,20,56.02433,20,33.59755,50.84139,37.2105,26.69222,61.42286,29.84748,1.57344,6.43725,NA,NA,NA,102.02,142.22,160.8,103.06,74.14,85.14,86.46,103.9,114.76,101.181904761905,96.4257142857143,109.578095238095,NA,0.0952381,0.28571429,0.61904762,NA,90.3999938964844,94.3999938964844,83.0846135066106,NA,-0.204661905765533,-10.7429428100586,7.95005798339844,NA,5.11098098754883,2.45532210667928,-0.750680409944974,NA,0.00184798240661621,-0.429729364812374,0.382616676390171,NA,0.0923991203308105,-7.16215608020623,2.94320520300132,0.41666667,0.55555556,0.47619048,0.8,1,0.9,0.42857143,19.88235294,NA,0.0952381,0.28571429,0.61904762,NA,90.1468963623047,94.1749471028646,82.8401630108173,NA,0.618223011493683,-10.1296380360921,9.34247765174279,NA,4.44005489349365,1.31352321306864,-2.22612263606145,NA,0.00184798240661621,-0.429729364812374,0.382616676390171,NA,0.0923991203308105,-7.16215608020623,2.94320520300132,0.38461538,0.625,0.47619048,0.8,1,0.9,0.38095238,4,88.0018157958984,21.4991397857666,0,0,104.48,1,0.25,"2024-09-10",0
"Blake Treinen",12572,"2024-09-07","CLE",22,2024,"LAD","H",36,0,0,0,1,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,3,27,0,18,3,0,0,1,1,0,0,0,0,0,0.6,0,0.6,0.0164890840148928,0,0.4,2,1,1,-2.8335202217102,2.8335202217102,-1.32151181548834,0,-65.6765586637379,-30.1458059707366,1,0,0.5,0.5,0,0,0,0,9,17,26,0.0214200392365456,-0.05485999584198,0.0762800350785255,0.477999985218048,0.0505820102989674,0.637199997901917,0.439999997615814,0.439999997615814,0.386000007390976,1,1,-0.0272415690124035,0.0608574499086284,0,0,0.30769231,94.75,0.42307692,83.81818182,0.26923077,90.85714286,-1.36709892749786,0.768445670604706,0.175514802336693,-17.0887365937233,6.98586973277005,2.50735431909561,0.38888889,0.75,0.5,0.57142857,0.83333333,0.69230769,0.30769231,0.4,0.15384615,0,1,1,0,1,1,2,0,0.5,0.5,0,0.5,0.5,-1.37840139137711,49.27417,40.09517,60.55339,64.6833,54.16759,48.29745,46.18564,44.03246,45.82396,80,42.49043,80,69.5027,48.4181,64.65553,-1.08622,2.44776,75.42,147.58,98.62,104.38,127.4,120.96,97.84,135.54,134.78,96.68,161.72,161.04,97.3123076923077,141.636153846154,135.879230769231,0.07692308,0.26923077,0.23076923,0.42307692,94.3499984741211,90.8428606305804,95.0333353678385,83.7090897993608,-6.31163120269775,0.59411130632673,-10.1109619140625,7.43944341486151,7.22769403457642,4.36858122689383,2.19880978266398,-1.64768877896396,-0.862867709249258,0.177473537623882,-0.521766632795334,0.778076238930225,-43.1433854624629,2.53533625176975,-8.6961105465889,7.07342035391114,0.23076923,0.76923077,0.5,0.66666667,0.7,0.69230769,0.5,20.38095238,0.07692308,0.26923077,0.23076923,0.42307692,94.3309020996094,90.7855311802455,94.9870300292969,83.6758478338068,-5.51218032836914,1.68424074990409,-9.38318824768066,8.71803907914595,6.46937465667725,3.4162472316197,0.94611136118571,-3.0501330982555,-0.862867709249258,0.177473537623882,-0.521766632795334,0.778076238930225,-43.1433854624629,2.53533625176975,-8.6961105465889,7.07342035391114,0.18181818,0.73333333,0.5,0.5,0.72727273,0.69230769,0.57692308,2,90.6610717773438,9.46061897277832,0,0,101.287,1,0.5,"2024-09-07",0
