"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","XX%","wFB","wSL","wCB","wFB/C","wSL/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_KC","pb_s_KC","pb_c_KC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_KC","sp_l_KC","sp_p_KC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxKC%","pfxvFA","pfxvSI","pfxvSL","pfxvKC","pfxFA-X","pfxSI-X","pfxSL-X","pfxKC-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxKC-Z","pfxwFA","pfxwSI","pfxwSL","pfxwKC","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwKC/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piSI%","piSL%","pivCU","pivFA","pivSI","pivSL","piCU-X","piFA-X","piSI-X","piSL-X","piCU-Z","piFA-Z","piSI-Z","piSL-Z","piwCU","piwFA","piwSI","piwSL","piwCU/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Andre Pallante",26108,"2024-09-28","@SFG",28,2024,"STL","A",25,0,0,5.4,1,1,0,0,0,0,0,0,5,21,7,4,3,0,0,0,0,0,0,4,7.2,0,12.6,4,0.1,0,10,5,2,0,1,0,0,0.19047619,0,0.19047619,3.18547965640271,0,0.333333333333333,1.4,0.411764705882353,0.42857143,1.5664797782898,3.83352022171021,3.07848818451166,133.333563659794,40.3156161907838,76.1833778504874,2,0.117647058,0.588235294,0.294117647,0,0,2,3.6,19,55,74,-0.209087982773781,-0.492367953062057,0.283279985189438,-1.63000011444092,-0.173312067985535,0.921009063720703,0.767880022525787,0.924600005149841,0.476999998092651,1,1,-0.0694637522101402,-0.157556796240387,0,0,0.68918919,93.62745098,0.18918919,85.92857143,0.12162162,76.88888889,NA,0.542567312717438,-1.92863130569458,1.12078726291656,1.06385747591654,-13.7759378978184,12.4531918101841,0.47222222,0.57894737,0.52702703,0.76470588,0.81818182,0.79487179,0.51351351,0.85714286,0.10810811,10,3,4,0,11,6,17,0.58823529,0.17647059,0.23529412,0,0.64705882,0.35294118,1.31505069110141,48,70.85068,52.74109,75.78507,44.34988,52.47713,55.84146,51.29806,43.71867,64.96572,38.89443,50.61129,40.68056,61.33615,47.36002,71.29245,-0.57886,3.2088,97.68,126.5,126.74,92.38,123.42,115.84,89.18,119.92,103.9,111.42,95.88,67.14,96.8118918918919,120.99,113.255405405405,0.51351351,0.17567568,0.18918919,0.12162162,93.3894749691612,94.0692326472356,85.7285679408482,76.977776421441,-0.506044638784308,-5.74353848970853,1.8611022404262,2.32919841342502,5.48213356419614,8.03813699575571,-1.08216169902257,-10.3692075941298,1.0159963965416,-0.427349559962749,-1.90876133739948,1.16073075309396,2.67367472774104,-3.28730430740577,-13.6340095528534,12.8970083677106,0.34615385,0.625,0.52702703,0.55555556,0.86666667,0.79487179,0.64864865,20.75471698,0.12162162,0.5,0.18918919,0.18918919,77.1089545355903,93.496265308277,94.2484479631696,85.8500627790179,2.54420238071018,-0.0553906994896966,-5.54881341116769,2.32970646449498,-12.1158667670356,4.21870504843222,7.02617808750698,-2.27308028084891,1.16073075309396,0.97663202881813,-0.387985192239285,-1.90876133739948,12.8970083677106,2.63954602383278,-2.77132280170918,-13.6340095528534,0.37931034,0.62222222,0.52702703,0.63636364,0.85714286,0.79487179,0.60810811,17,90.5419275620404,3.38174483355354,0,0,111.37,6,0.35294118,"2024-09-28",0
"Andre Pallante",26108,"2024-09-22","CLE",28,2024,"STL","H",25,1,0,1.28571428571429,1,1,1,0,0,0,0,0,7,23,1,1,1,0,2,0,0,0,0,4,5.14285714285714,2.57142857142857,1.28571428571429,2,0,0,10,4,2,0,0,1,0,0.17391304,0.08695652,0.08695652,4.26433021443374,0,0.0476190476190476,0.428571428571429,0.0588235294117647,0.66666667,2.88076549257551,-1.59505120686122,3.74477029613086,31.7460865856651,72.6138553380516,92.2845671966581,2.5,0.125,0.625,0.25,0,0,2,2.57142857142857,33,53,86,0.246867954730988,-0.213883981108665,0.460751950740814,2.35999989509583,0.248945146799088,1.10136926174164,1.13377141952515,0.870000004768372,2.14920020103455,1,1,0.370914667844772,-0.146768268170783,0,0,0.72941176,93.16129032,0.12941176,84.45454545,0.14117647,77.75,0.01162791,2.3887152671814,0.686210513114929,0.464236199855804,3.85276655996999,6.2382773919539,3.86863499879837,0.26530612,0.69444444,0.44705882,0.84615385,0.92,0.89473684,0.42352941,0.52173913,0.04651163,6,10,1,4,9,4,17,0.35294118,0.58823529,0.05882353,0.23529412,0.52941176,0.23529412,2.42114156375876,77,52.27863,54.50105,44.28222,79.90951,41.04567,80,48.51557,38.38115,49.78303,57.04906,53.73398,52.86311,53.30809,47.86215,48.95996,-0.08011,3.95693,90.58,94.76,97.52,83.14,146.68,143.3,77.12,116.9,104.88,90.8,144.1,119.02,88.7212048192771,106.437590361446,103.169879518072,0.69411765,0.03529412,0.12941176,0.14117647,93.1389863612288,92.5666707356771,84.3181818181818,77.75,0.211773064176915,-5.40250460306803,1.8215876492587,2.38138405481974,4.74838205111229,7.60723304748535,-1.56281488591974,-9.63829358418783,2.62014471739531,-0.168275281786919,0.695452000945807,0.491168074309826,4.44092324982255,-5.60917605956396,6.32229091768915,4.09306728591522,0.19047619,0.69767442,0.44705882,0.75,0.93333333,0.89473684,0.50588235,20.50793651,0.14117647,0.69411765,0.03529412,0.12941176,78.200200398763,93.6113777807203,93.0291341145833,84.7672063654119,2.3159228960673,0.430061404987917,-5.31132666269938,1.81518190557306,-10.8561604817708,3.86154976537672,6.72805023193359,-2.20723707025701,0.491168074309826,2.61083111166954,-0.168275281786919,0.695452000945807,4.09306728591522,4.425137477406,-5.60917605956396,6.32229091768915,0.19047619,0.69767442,0.44705882,0.75,0.93333333,0.89473684,0.50588235,17,87.0245056152344,3.61491417884827,0,0,103.855,5,0.29411765,"2024-09-22",0
"Andre Pallante",26108,"2024-09-16","PIT",28,2024,"STL","H",25,1,0,0,1,1,1,0,0,0,0,0,7,26,4,0,0,0,1,0,0,0,0,9,11.5714285714286,1.28571428571429,5.14285714285714,9,0.181818181,0,11,2,3,1,2,0,0,0.34615385,0.03846154,0.30769231,1.73549683226283,0,0.16,0.714285714285714,0.25,1,1.02362263543265,-1.02362263543265,1.45562503721033,0,26.9750391516949,36.9657155991025,5.5,0.1875,0.6875,0.125,0.5,0,2,2.57142857142857,32,68,100,0.451528042554855,-0.219411998987198,0.670940041542053,3.35999989509583,0.354430377483368,1.34562969207764,1.18959999084473,0.870000004768372,1.42120003700256,1,1,0.305502742528915,0.0300487433020054,0,0,0.59,93.77966102,0.28,86.67857143,0.13,78.30769231,NA,0.832120835781097,1.37140226364136,0.470178097486496,1.41037429793406,4.89786522729056,3.61675459604997,0.28571429,0.64,0.46464646,0.78571429,0.9375,0.89130435,0.50505051,0.76923077,0.05,10,4,2,5,8,3,16,0.625,0.25,0.125,0.3125,0.5,0.1875,1.1161155991099,81,51.44375,50.39001,43.26482,49.52543,51.0023,59.15067,65.84875,41.40821,80,54.13651,51.79203,55.81023,56.95693,46.02493,65.27458,-0.3068,3.61689,85.54,108.9,106,98.58,97.44,90.38,83.04,140.48,128.74,102.36,118.24,86,89.703,116.7406,106.224,0.38,0.21,0.28,0.13,93.4736842105263,94.1428571428571,86.6428571428571,78.0076904296875,-0.0575772021946154,-6.24455769856771,1.74081121172224,2.18119723980243,5.47210693359375,8.79379563104539,-0.636581012180873,-9.14701725886418,1.32634419202805,-0.449257537722588,1.37574187293649,0.47486250475049,3.49037945270538,-2.1393216082028,4.91336383191603,3.65278849808069,0.18918919,0.61904762,0.46,0.57142857,0.94871795,0.89130435,0.63,20.72972973,0.13,0.38,0.21,0.28,78.4538949819712,93.9496106599507,94.6261102585566,87.1069161551339,2.56816864013672,0.438999176025391,-5.94870758056641,2.28698457990374,-10.4266181358924,4.31480126631887,7.63379051571801,-1.72092315128871,0.47486250475049,1.32634419202805,-0.449257537722588,1.37574187293649,3.65278849808069,3.49037945270538,-2.1393216082028,4.91336383191603,0.28947368,0.56451613,0.46,0.63636364,0.97142857,0.89130435,0.62,16,78.888542175293,-5.05366134643555,0,0,106.321,2,0.125,"2024-09-16",0
"Andre Pallante",26108,"2024-09-10","CIN",28,2024,"STL","H",25,0,1,5.4,1,1,0,0,0,0,0,0,5,25,6,3,3,0,5,0,0,1,1,6,10.8,9,10.8,1.2,0,0,7,4,3,1,0,0,0,0.24,0.2,0.04,5.66193068401489,0,0.3,2.2,0.428571428571429,0.72727273,3.7664797782898,1.63352022171021,4.97608650326729,133.333563659794,94.3800599807756,122.040214317263,1.75,0.214285714,0.5,0.285714285,0.25,0,0,0,35,53,88,-0.110636025667191,-0.694404006004333,0.583768010139465,-0.600000023841858,-0.0632911399006844,1.23710966110229,1.01200008392334,0.870000004768372,0.408399999141693,1,1,-0.132371515035629,0.0429404571869571,0,0,0.67045455,94.40677966,0.25,86.68181818,0.07954545,78.28571429,NA,-1.61166775226593,-0.125485867261887,0.486089050769806,-2.73164025807785,-0.570390305735848,6.94412929671151,0.25,0.66666667,0.43678161,0.5,0.80769231,0.71052632,0.44827586,0.6,0.125,5,3,6,3,7,4,14,0.35714286,0.21428571,0.42857143,0.21428571,0.5,0.28571429,3.88198120667612,45,34.51346,55.57996,20,66.08807,58.99762,61.51326,69.239,45.82919,80,60.66861,57.17423,46.91333,55.59404,52.32258,47.48481,-0.22213,3.7439,92.32,78.82,83.76,105.68,96.92,99.16,91.54,128.94,116.48,84.84,121.3,94.9,95.0861363636364,99.2970454545455,96.4411363636364,0.38636364,0.28409091,0.25,0.07954545,94.1558837890625,94.62400390625,86.5045443448153,78.2000034877232,-0.533778527203728,-6.72530700683594,2.11469546231357,2.48459788731166,5.4503932279699,8.81121398925781,-1.79735357111151,-10.8538044520787,-1.33106319606304,-0.327384129166603,-0.127957239747047,0.533009517937899,-3.91489175312659,-1.30953651666641,-0.581623817032034,7.61442168482712,0.24444444,0.62790698,0.43181818,0.27272727,0.88888889,0.71052632,0.48863636,22.14285714,0.07954545,0.38636364,0.28409091,0.25,78.3963710239955,94.3728601792279,94.854755859375,86.6969382546165,2.66331154959542,-0.0533447826609892,-6.55280822753906,2.55127542669123,-12.3346426827567,4.40136135325712,7.81123352050781,-2.91008723865856,0.533009517937899,-1.33106319606304,-0.327384129166603,-0.127957239747047,7.61442168482712,-3.91489175312659,-1.30953651666641,-0.581623817032034,0.23913043,0.64285714,0.43181818,0.45454545,0.81481481,0.71052632,0.47727273,14,87.6487775530134,11.533200945173,0,0,106.06,6,0.42857143,"2024-09-10",0
"Andre Pallante",26108,"2024-09-02","@MIL",28,2024,"STL","A",25,0,1,9,1,1,0,0,0,0,0,0,5,24,5,5,5,2,5,0,0,0,1,3,5.4,9,9,0.6,0,0,9,5,2,0,0,0,0,0.125,0.20833333,-0.08333333,7.14389921799109,3.6,0.263157894736842,2,0.214285714285714,0.69444444,10.1664797782898,-1.16647977828979,6.47848818451166,222.222606099656,251.658441915297,158.346838075979,1.8,0.125,0.5625,0.3125,0,0.4,3,5.4,41,59,100,-0.264308005571365,-0.466030061244965,0.201722040772438,-2.50500011444092,-0.257318943738937,0.597115397453308,0.579320013523102,0.870000004768372,0.499000012874603,1,1,-0.117231279611588,-0.325410137271375,0,0,0.6969697,94.43478261,0.18181818,87.5,0.12121212,78.91666667,0.01,-1.37765228748322,-1.40699326992035,0.580511212348938,-1.99659751809162,-7.81662927733527,4.83759343624115,0.19230769,0.74468085,0.45454545,0.6,0.94285714,0.86666667,0.47474747,0.58333333,0.06,8,5,3,2,6,8,16,0.5,0.3125,0.1875,0.125,0.375,0.5,9.89781683799853,26,46.00396,47.62142,43.87206,20,67.98691,20,33.07279,42.84969,42.55857,35.89687,53.21375,38.7876,33.49038,47.2164,33.10318,1.15109,5.80373,85.18,100.56,91.46,120.14,42.04,55.86,79.84,66.48,59.7,91.8,99.32,75.2,91.6604,83.0576,76.5928,0.52,0.18,0.18,0.12,94.1288499098558,94.9499986436632,87.4333360460069,78.8583323160807,-1.58320294893705,-7.28354051378038,2.71792814466688,1.70288372039795,6.36540398230919,9.20674981011285,0.700319343143039,-9.22421264648438,-1.22322043776512,-0.19190675765276,-1.41782187670469,0.563674110919237,-2.35234699570216,-1.06614865362644,-7.87678820391496,4.69728425766031,0.16,0.74,0.45,0.5,0.94594595,0.86666667,0.5,21.98684211,0.12,0.52,0.18,0.18,79.1528676350911,94.4333965594952,95.2671440972222,87.7180921766493,2.24168793360392,-1.05533761244554,-7.10475624932183,3.35167778862847,-11.1814041137695,5.12020287146935,7.95499335394965,-0.647366576724582,0.563674110919237,-1.22322043776512,-0.19190675765276,-1.41782187670469,4.69728425766031,-2.35234699570216,-1.06614865362644,-7.87678820391496,0.16,0.74,0.45,0.375,0.97297297,0.86666667,0.5,16,91.3654403686523,2.58539891242981,2,0.125,105.898,10,0.625,"2024-09-02",0
"Andre Pallante",26108,"2024-08-28","SDP",28,2024,"STL","H",25,0,0,3.17647094462574,1,1,0,0,0,0,0,0,5.2,27,8,2,2,0,2,0,0,2,0,3,4.7647064169386,3.17647094462574,12.7058837785029,1.5,0,0,13,6,3,0,0,0,0,0.11111111,0.07407407,0.03703704,4.84578532687398,0,0.32,1.76470608034763,0.363636363636364,0.8,3.1664797782898,0.00999116633594088,4.76743003508767,78.4315168349519,79.6352116744142,116.997879780772,2.166666666,0.136363636,0.59090909,0.272727272,0,0,3,4.7647064169386,40,64,104,0.0637960582971573,-0.452095955610275,0.515892028808594,0.659999966621399,0.0696202591061592,1.05149674415588,0.936266660690308,0.870000004768372,1.33720004558563,1,1,-0.0235442295670509,0.084215894649924,0,0,0.68269231,94.5915493,0.19230769,87.7,0.125,81.23076923,NA,0.551032066345215,0.328300893306732,-1.77068078517914,0.776101501894669,1.64150446653366,-13.6206214244549,0.25862069,0.76086957,0.48076923,0.6,0.97142857,0.86,0.44230769,0.59259259,0.06730769,4,12,6,3,11,8,22,0.18181818,0.54545455,0.27272727,0.13636364,0.5,0.36363636,2.84650023578994,51,52.60376,53.07562,44.64642,45.27708,49.50572,56.06989,74.56297,40.49173,80,28.99786,62.6751,20,53.0474,48.83676,50.61713,-0.06391,3.98123,100.56,99.5,106.94,98.18,106.32,103.2,92.12,133.44,132.84,95.78,70.26,52.88,98.0876923076923,103.093269230769,104.767692307692,0.57692308,0.10576923,0.19230769,0.125,94.6100016276042,93.8090931285511,87.7349975585937,81.1230750450721,-0.430797481536865,-6.44735232266513,2.37083282470703,1.59622221726638,5.65469970703125,8.54235631769354,0.220961427688599,-7.63609548715445,0.776546586304903,-0.228637266904116,0.329972870647907,-1.79163732007146,1.29424431050817,-2.07852060821923,1.64986435323954,-13.7818255390112,0.2745098,0.67924528,0.48076923,0.57142857,0.97222222,0.86,0.50961538,21,0.125,0.57692308,0.10576923,0.19230769,81.1804011418269,94.6803059895833,93.8917902166193,87.7913696289063,1.66262025099534,-0.138272953033447,-6.49614923650568,2.61136455535889,-9.47213569054237,4.57068888346354,7.2991117997603,-1.00843458175659,-1.79163732007146,0.776546586304903,-0.228637266904116,0.329972870647907,-13.7818255390112,1.29424431050817,-2.07852060821923,1.64986435323954,0.25490196,0.69811321,0.48076923,0.61538462,0.94594595,0.86,0.50961538,22,88.4269298206676,1.26758549430154,1,0.04545455,109.83,7,0.31818182,"2024-08-28",0
"Andre Pallante",26108,"2024-08-23","@MIN",28,2024,"STL","A",25,1,0,1.28571428571429,1,1,1,0,0,0,0,0,7,27,5,1,1,0,2,0,0,0,0,5,6.42857142857143,2.57142857142857,6.42857142857143,2.5,0.071428571,0,14,4,2,0,1,0,0,0.18518519,0.07407407,0.11111111,3.51784705652011,0,0.2,1,0.25,0.85714286,2.59505120686122,-1.30933692114694,3.45905601041658,31.7460865856651,65.5924990016891,85.3800747407344,3.5,0.1,0.7,0.2,0,0,6,7.71428571428571,41,58,99,0.266159981489182,-0.340955972671509,0.607115983963013,2.38800001144409,0.250314444303513,1.13271105289459,1.03200006484985,0.870000004768372,0.313200026750565,1,1,0.269356966018677,-0.034380904993209,0,0,0.80808081,94.1375,0.08080808,86,0.11111111,79.90909091,NA,2.9902069568634,-0.878861427307129,0.339864760637283,3.73775869607925,-10.9857678413391,3.08967964215712,0.3,0.87179487,0.52525253,0.5,0.91176471,0.76923077,0.39393939,0.74074074,0.12121212,11,5,4,3,13,4,20,0.55,0.25,0.2,0.15,0.65,0.2,1.98751808498054,70,55.99536,50.55833,53.57781,61.55732,38.99365,75.93083,20,52.11617,20,40.46597,57.00463,32.65349,49.13701,44.89609,49.91246,0.17903,4.34564,93.62,110.2,115.54,87.22,138.8,137.04,69.06,26.34,11.54,91.64,115.58,87.76,90.510303030303,108.065656565657,107.089696969697,0.67676768,0.13131313,0.08080808,0.11111111,94.2761194029851,93.0615422175481,86.0124969482422,79.8272705078125,-0.582293894753527,-6.34082266000601,2.04976916313171,1.35224611108953,5.88712595469916,7.83837186373197,-1.27229046821594,-7.70603526722301,2.7301483117044,0.288808025419712,-0.892786655575037,0.341358374804258,4.07484822642447,2.22160019553625,-11.159833194688,3.10325795276598,0.24,0.79591837,0.51515152,0.25,0.94871795,0.78431373,0.49494949,21.05633803,0.11111111,0.66666667,0.14141414,0.08080808,79.7719449129972,94.2222123579545,93.1878836495536,85.9493865966797,1.35614013671875,-0.36867820855343,-6.27763857160296,2.16048240661621,-9.52293118563565,4.89831496729995,6.98187637329102,-2.36330986022949,0.341358374804258,2.66193453595042,0.357021801173687,-0.892786655575037,3.10325795276598,4.03323414537943,2.55015572266919,-11.159833194688,0.24,0.81632653,0.52525253,0.25,0.925,0.76923077,0.49494949,20,85.9138122558594,3.34299201965332,0,0,112.28,5,0.25,"2024-08-23",0
"Andre Pallante",26108,"2024-08-17","LAD",28,2024,"STL","H",25,1,0,2.57142857142857,1,1,1,0,0,0,0,0,7,26,4,2,2,1,2,0,0,1,0,5,6.42857142857143,2.57142857142857,5.14285714285714,2.5,0,0,10,5,4,0,0,0,0,0.19230769,0.07692308,0.11538462,4.14481931339866,1.28571428571429,0.166666666666667,0.857142857142857,0.166666666666667,0.86956522,4.45219406400408,-1.88076549257551,3.67505721130541,63.4921731713303,111.231315188046,90.5999000577604,2,0.210526315,0.526315789,0.263157894,0,0.2,4,5.14285714285714,33,62,95,0.184672027826309,-0.395431965589523,0.580103993415833,1.36000001430511,0.143459916114807,1.06653797626495,1.06954288482666,0.870000004768372,1.42120003700256,1,1,0.0175655502825975,0.155585365986728,0,0,0.71578947,94.47058824,0.16842105,86.9375,0.11578947,80.54545455,NA,2.1077287197113,1.46844804286957,-1.92930114269257,3.09960105839898,9.1778002679348,-17.5391012972051,0.22916667,0.68085106,0.45263158,0.63636364,0.78125,0.74418605,0.49473684,0.65384615,0.11578947,6,7,6,2,13,4,19,0.31578947,0.36842105,0.31578947,0.10526316,0.68421053,0.21052632,5.04359968828986,63,53.13445,45.06304,47.19663,27.64262,53.50867,31.23797,73.39729,37.03286,80,44.42409,56.15656,39.66887,51.03727,42.11804,51.34977,0.06097,4.16855,86.34,114.22,111.74,102.18,67.18,64.82,85.9,148.16,141.1,108.66,109.4,97.68,91.6848421052632,110.960421052632,106.660631578947,0.53684211,0.17894737,0.16842105,0.11578947,94.4725509344363,94.3882338579963,86.8062515258789,80.4272738370028,-1.28845469156901,-6.4655299467199,1.88540828227997,1.55373573303223,6.16519823261336,8.4467279770795,-0.296534031629562,-7.30840648304332,1.60839312523603,0.498008023947477,1.52990654483438,-1.42829781770706,3.15371201026673,2.92945896439693,9.56191590521485,-12.9845256155187,0.23076923,0.60714286,0.45263158,0.55555556,0.79411765,0.74418605,0.58947368,19.92753623,0.11578947,0.54736842,0.16842105,0.16842105,80.5679265802557,94.6229811448317,94.5136337280273,86.9331436157227,1.84193905917081,-0.910629639258752,-6.41605997085571,2.40549683570862,-8.81028539484197,5.00662935697115,7.44895362854004,-1.386638879776,-1.42829781770706,1.50928358733654,0.597117561846972,1.52990654483438,-12.9845256155187,2.90246843718565,3.73198476154357,9.56191590521485,0.25,0.6,0.45263158,0.6,0.78787879,0.74418605,0.57894737,19,86.0472219366776,5.20816240812603,1,0.05263158,111.893,5,0.26315789,"2024-08-17",0
"Andre Pallante",26108,"2024-08-10","@KCR",28,2024,"STL","A",25,0,0,1.58823547231287,1,1,0,0,0,0,0,0,5.2,24,3,2,1,0,4,0,0,1,0,4,6.35294188925147,6.35294188925147,4.7647064169386,1,0.09090909,0,11,2,3,0,1,0,0,0.16666667,0.16666667,0,5.15336102386253,0,0.15,1.23529425624334,0.1875,0.71428571,3.87236221042885,-2.28412673811598,4.40601229602814,39.2157584174759,96.9820939811072,108.263958596065,5.5,0.1875,0.6875,0.125,0,0,2,3.17647094462574,41,63,104,0.201534032821655,-0.330759942531586,0.532293975353241,1.68299996852875,0.164757713675499,1.24554812908173,1.16419994831085,0.870000004768372,3.14179992675781,1,1,0.108681567013264,0.0531219218412659,0,0,0.64423077,94.65671642,0.21153846,87.45454545,0.14423077,80.13333333,NA,-0.00772306695580482,0.794416308403015,-0.252230912446976,-0.0115269656056788,3.61098322001371,-1.68153941631317,0.38888889,0.71875,0.49038462,0.64285714,0.91304348,0.76470588,0.30769231,0.54166667,0.11538462,7,6,3,5,7,4,16,0.4375,0.375,0.1875,0.3125,0.4375,0.25,4.2083504819937,58,37.28343,51.55977,26.23558,20,52.57435,20,31.82981,46.06923,34.76978,44.21172,56.3855,32.902,29.18175,48.85335,21.09825,1.41877,6.20525,92.96,86.4,88.82,111.34,58.2,69.42,90.76,75.52,66.6,86.64,102.9,78.26,95.2944230769231,80.7840384615385,78.6792307692308,0.45192308,0.19230769,0.21153846,0.14423077,94.4468085106383,94.9700012207031,87.4227294921875,80.1266682942708,-0.483217523453083,-6.73814849853516,2.08675713972612,2.53836847941081,5.77616784927693,8.83789749145508,-1.37534826452082,-8.95289204915365,0.564005710184574,0.488071847707033,0.789184007793665,-0.227305870503187,1.20001214932888,2.44035923853517,3.58720003542575,-1.51537247002125,0.375,0.675,0.49038462,0.625,0.88888889,0.76470588,0.38461538,21.35443038,0.14423077,0.44230769,0.20192308,0.21153846,80.4611490885417,94.7279530400815,95.444830031622,87.7495783025568,2.70772654215495,0.0462608544722847,-6.44188653855097,2.57886453108354,-10.3747639973958,4.54232788085938,7.7200193859282,-2.65139597112482,-0.227305870503187,0.509231749922037,0.54284580796957,0.789184007793665,-1.51537247002125,1.10702554330878,2.58498003795033,3.58720003542575,0.375,0.675,0.49038462,0.625,0.88888889,0.76470588,0.38461538,16,85.1855850219727,-8.54049205780029,0,0,106.388,6,0.375,"2024-08-10",0
"Andre Pallante",26108,"2024-08-05","NYM",28,2024,"STL","H",25,0,1,9.64285845659235,1,1,0,0,0,0,0,0,4.2,21,5,5,5,0,2,0,0,2,0,2,3.85714338263694,3.85714338263694,9.64285845659235,1,0,0,12,1,4,1,0,0,0,0.0952381,0.0952381,0,3.95332092508244,0,0.263157894736842,1.50000020435881,0.294117647058824,0.28571429,3.59505126524946,6.0478071913429,3.91905311072446,238.095681830451,90.1672476138341,96.4962375216133,12,0.235294117,0.705882352,0.058823529,1,0,0,0,35,55,90,-0.217027962207794,-0.490035980939865,0.273008018732071,-2.94999980926514,-0.311181455850601,0.957199990749359,0.895519971847534,0.870000004768372,0.312000006437302,1,1,0.0103904856368899,-0.237122583740955,0,0,0.61111111,95.10909091,0.24444444,87.77272727,0.14444444,79.61538462,NA,0.0329258777201176,-0.18048121035099,-0.118765980005264,0.0598652322183956,-0.820369137959047,-0.913584461578956,0.25490196,0.69230769,0.44444444,0.61538462,0.96296296,0.85,0.43333333,0.66666667,0.06666667,10,5,2,2,10,5,17,0.58823529,0.29411765,0.11764706,0.11764706,0.58823529,0.29411765,4.39164684687025,41,50.74419,47.46786,43.95466,26.17634,50.037,29.49511,45.86627,51.02218,55.60143,20,51.91913,27.04373,37.30141,47.1027,38.38074,0.91433,5.44859,101.24,98.34,106.78,101.96,85.32,89.12,95.82,118.3,118.02,101.64,81.64,59.4,100.124888888889,98.0582222222222,98.9555555555555,0.4,0.21111111,0.24444444,0.14444444,94.7694430881076,95.3263132195724,87.7318170720881,79.5,-0.676368766360813,-5.7087775782535,1.79727953130549,1.92501112130972,5.59560012817383,8.46444943076686,-0.800380793484775,-8.15536381648137,1.05718326196074,-1.02993265166879,-0.182619448751211,-0.0816040672361851,2.93662017211318,-5.42069816667783,-0.830088403414596,-0.627723594124501,0.20454545,0.67391304,0.44444444,0.44444444,0.96774194,0.85,0.51111111,21.30434783,0.14444444,0.4,0.21111111,0.24444444,79.8331956129808,95.1038750542535,95.6826750102796,88.054276899858,1.77336223308857,-0.57614533106486,-5.90508752120169,1.87168051979759,-9.17989994929387,4.68762969970703,7.45583223041735,-1.76334849270907,-0.0816040672361851,1.05718326196074,-1.02993265166879,-0.182619448751211,-0.627723594124501,2.93662017211318,-5.42069816667783,-0.830088403414596,0.20930233,0.65957447,0.44444444,0.44444444,0.96774194,0.85,0.52222222,17,96.2934642118566,-3.27831447825712,0,0,107.413,12,0.70588235,"2024-08-05",0
