"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","XX%","wFB","wSL","wCT","wCB","wFB/C","wSL/C","wCT/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSL%","pfxCU%","pfxvFA","pfxvFC","pfxvSL","pfxvCU","pfxFA-X","pfxFC-X","pfxSL-X","pfxCU-X","pfxFA-Z","pfxFC-Z","pfxSL-Z","pfxCU-Z","pfxwFA","pfxwFC","pfxwSL","pfxwCU","pfxwFA/C","pfxwFC/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piFC%","piSL%","pivCU","pivFA","pivFC","pivSL","piCU-X","piFA-X","piFC-X","piSL-X","piCU-Z","piFA-Z","piFC-Z","piSL-Z","piwCU","piwFA","piwFC","piwSL","piwCU/C","piwFA/C","piwFC/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Justin Slaten",25648,"2024-09-29","TBR",3,2024,"BOS","H",26,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,2,1,0,1,1,0,0,0,6.91672908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,76.4551252906048,114.543946394147,0,0.666666666,0,0.333333333,1,0,0,0,5,11,16,0.0807399749755859,-0.077316015958786,0.158055990934372,0.546999990940094,0.0526974946260452,1.98759996891022,1.58399999141693,1.58399999141693,NA,0,1,0.0282568074762821,0.0123650360729784,1,0,0.5,97,NA,NA,0.3125,93.2,0.1875,86,NA,-0.188029199838638,NA,0.207761570811272,0.283311903476715,-2.35036499798298,NA,4.15523141622543,9.4437301158905,0.375,0.875,0.625,0.66666667,1,0.9,0.5,0.75,0.0625,0,2,2,1,1,2,4,0,0.5,0.5,0.25,0.25,0.5,11.9891690496664,80,80,80,79.47828,61.87882,63.68637,NA,NA,NA,52.59562,52.9516,62.47359,77.42869,63.05241,76.35304,-1.57863,1.70915,107.04,151.7,155.66,140.82,110.94,132.26,NA,NA,NA,92.92,100.8,106.22,119.5175,115.41375,128.51,0.5,0.3125,NA,0.1875,97.0250015258789,93.2,NA,85.8666687011719,-1.87265658378601,0.969058036804199,NA,1.16796032587687,11.2258243560791,5.64803619384766,NA,-7.6720142364502,-0.209818914532661,0.252622555941343,NA,0.328703004866838,-2.62273643165827,5.05245111882687,NA,10.9567668288946,0.375,0.875,0.625,0.66666667,1,0.9,0.5,20,0.1875,0.5,0.3125,NA,85.8784383138021,97.0478897094727,93.2305786132813,NA,1.63616991043091,-1.51300466060638,1.50248851776123,NA,-9.48206011454264,10.0645551681519,4.27947006225586,NA,0.328703004866838,-0.209818914532661,0.252622555941343,NA,10.9567668288946,-2.62273643165827,5.05245111882687,NA,0.25,1,0.625,0.5,1,0.9,0.5,4,95.3821716308594,37.0324935913086,0,0,100.437,2,0.5,"2024-09-29",0
"Justin Slaten",25648,"2024-09-24","@TOR",3,2024,"BOS","A",26,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,1,1,0,0,0,0,0.2,0,0.2,2.84676908401489,0,0.2,1,0.25,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.0063775332964,64.7888072114456,2,0.25,0.5,0.25,0,0,2,18,5,12,17,0.0159220229834318,-0.0347799994051456,0.0507020205259323,0.479000002145767,0.0506074950098991,0.403759986162186,0.284799993038177,0.284799993038177,0.727199971675873,1,1,-0.0137070408090949,0.0531414165003902,0,0,0.47058824,97.25,0.23529412,85,0.11764706,93.5,0.17647059,84.66666667,NA,-1.08421087265015,0.234971612691879,0.0990359857678413,0.245896682143211,-13.5526359081268,5.87429031729698,4.95179928839207,8.19655607144038,0.375,0.66666667,0.52941176,0.66666667,1,0.88888889,0.52941176,0.6,0.05882353,2,1,1,0,2,2,4,0.5,0.25,0.25,0,0.5,0.5,2.7658467440521,64.12778,80,60.81316,49.42054,65.81755,32.44639,63.72235,52.21994,66.1603,71.45627,63.43944,73.44054,58.57489,66.85122,51.58755,-0.40732,3.46611,87.52,128.16,112.44,122.14,46.04,66.1,88.4,128.18,126.62,108.22,132,151.52,106.454117647059,89.9717647058824,98.5670588235294,0.47058824,0.11764706,0.23529412,0.17647059,97.25,93.6000061035156,85.1750030517578,84.8333333333333,-2.93952870368958,2.7392578125,6.28296375274658,4.86395708719889,11.2353296279907,4.85614538192749,-0.433069944381714,-8.49320157368978,-1.09869904071093,0.100340276956558,0.237660933285952,0.249226465821266,-13.7337380088866,5.01701384782791,5.94152333214879,8.30754886070887,0.28571429,0.7,0.52941176,1,0.85714286,0.88888889,0.58823529,18.5,0.17647059,0.47058824,0.11764706,0.23529412,84.5041656494141,96.9262466430664,93.2922058105469,84.8310012817383,5.13615353902181,-2.82942342758179,2.95730996131897,6.74290227890015,-10.2115898132324,10.1554298400879,3.61734509468079,-2.23018908500671,0.249226465821266,-1.09869904071093,0.100340276956558,0.237660933285952,8.30754886070887,-13.7337380088866,5.01701384782791,5.94152333214879,0.28571429,0.7,0.52941176,1,0.85714286,0.88888889,0.58823529,4,86.7837524414062,6.71214771270752,0,0,99.4297,2,0.5,"2024-09-24",0
"Justin Slaten",25648,"2024-09-19","@TBR",3,2024,"BOS","A",26,0,0,0,1,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,2,18,0,9,2,0,0,2,0,0,0,0,0,0,0.5,0,0.5,-0.528020915985107,0,0.25,1,0.5,0,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.4423702240119,-22.5814263197472,2,0,1,0,0,0,0,0,3,10,13,-0.077751986682415,-0.118115946650505,0.0403639636933804,-0.548000037670135,-0.0601867102086544,0.815919995307922,0.698400020599365,0.698400020599365,0.204199999570847,1,1,-0.0454846099019051,-0.049809030564734,0,1,0.30769231,96.5,0.07692308,83,0.15384615,92.5,0.46153846,84.5,NA,0.0876773819327354,0.0495179928839207,0.00450797751545906,0.139054149389267,2.19193454831839,4.95179928839207,0.225398875772953,2.31756915648778,0.5,1,0.76923077,0,0.85714286,0.6,0.53846154,0.75,0.30769231,1,1,0,1,0,1,2,0.5,0.5,0,0.5,0,0.5,-0.987887014343643,51.67485,80,36.81995,80,80,68.35125,80,51.02385,80,20,49.8429,23.99755,61.91792,80,43.19059,-0.61501,3.15458,101.94,107.38,122.92,142.26,122.1,161.1,92.08,157.1,163.98,83.18,67.4,60.08,110.701538461538,109.583076923077,128.158461538462,0.30769231,0.15384615,0.07692308,0.46153846,96.5250015258789,92.1999969482422,83,84.3999989827474,-1.86922264099121,-0.0288152396678925,5.89190101623535,3.34384346008301,12.2829256057739,6.21604156494141,0.0385394841432571,-9.70790608723958,0.0885009691119194,0.00431566312909126,0.0501701384782791,0.12762551009655,2.21252422779799,0.215783156454563,5.01701384782791,2.1270918349425,0.5,1,0.76923077,0,0.85714286,0.6,0.53846154,19.77777778,0.46153846,0.30769231,0.15384615,0.07692308,84.2646179199219,96.3628234863281,91.9958953857422,82.8420028686523,4.14292176564534,-1.39779448509216,0.419507533311844,6.61815023422241,-12.1169827779134,10.6913251876831,4.42379474639893,-1.75909996032715,0.12762551009655,0.0885009691119194,0.00431566312909126,0.0501701384782791,2.1270918349425,2.21252422779799,0.215783156454563,5.01701384782791,0.5,1,0.76923077,0,0.85714286,0.6,0.53846154,2,85.4765777587891,-21.2324714660645,0,0,96.5007,1,0.5,"2024-09-19",0
"Justin Slaten",25648,"2024-09-18","@TBR",3,2024,"BOS","A",26,1,0,0,1,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,2,18,0,18,2,0.333333333,0,3,0,0,0,1,0,0,0.4,0,0.4,-0.621910915985107,0,0.4,2,0.666666666666667,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.4423702240119,-22.5814263197472,3,0,1,0,0,0,1,9,6,19,25,0.0835719853639603,-0.214958012104034,0.298530012369156,0.451999962329865,0.04964305087924,2.51828002929688,1.50139999389648,1.50139999389648,2.4456000328064,1,1,0.00384026812389493,0.0293458686010563,1,0,0.2,97.2,0.28,85,0.4,92.6,0.12,84.33333333,NA,0.130499005317688,-0.150465756654739,-0.119120806455612,0.0724043697118759,2.60998010635376,-2.14951080935342,-1.19120806455612,2.41347899039586,0.4,0.8,0.64,0.75,0.91666667,0.875,0.6,0.6,0.08,1,2,0,0,2,1,3,0.33333333,0.66666667,0,0,0.66666667,0.33333333,-0.540078116728766,73.64663,73.73268,78.32141,69.59637,76.49946,40.85745,80,65.31578,80,46.37709,41.74539,46.50477,76.10082,64.60682,72.17476,-1.49614,1.83288,114.24,123.04,143,157.58,73.04,114.46,138.92,144.7,169.18,102.2,97.8,113.6,125.0024,109.0088,132.8624,0.2,0.4,0.28,0.12,96.9599975585938,92.6200012207031,84.8714250837054,84.2333374023438,-3.10692043304443,1.80350093841553,7.28015845162528,2.88662179311117,12.0564880371094,5.78668518066406,0.348393814904349,-8.89552179972331,0.130745645612478,-0.121486335992813,-0.153454091399908,0.0730913765728474,2.61491291224957,-1.21486335992813,-2.19220130571297,2.43637921909491,0.33333333,0.8125,0.64,0.66666667,0.92307692,0.875,0.64,20.45,0.12,0.2,0.4,0.28,83.9477335611979,96.7185791015625,92.3715209960938,84.6252702985491,3.71312999725342,-2.69004592895508,2.44611167907715,8.14539282662528,-11.2757008870443,10.4189903259277,4.11962585449219,-1.48506437029157,0.0730913765728474,0.130745645612478,-0.121486335992813,-0.153454091399908,2.43637921909491,2.61491291224957,-1.21486335992813,-2.19220130571297,0.33333333,0.8125,0.64,0.66666667,0.92307692,0.875,0.64,3,81.0255126953125,-11.5557403564453,0,0,94.6713,0,0,"2024-09-18",0
"Justin Slaten",25648,"2024-09-13","@NYY",3,2024,"BOS","A",26,0,0,0,1,0,0,0,0,0,1,0,1,5,2,0,0,0,0,0,0,0,0,2,18,0,18,2,0,0,1,1,1,1,0,0,0,0.4,0,0.4,1.29088908401489,0,0.4,2,0.666666666666667,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-22.4423702240119,15.0336680287444,1,0.333333333,0.333333333,0.333333333,1,0,2,18,3,12,15,0.0727880001068115,-0.119160011410713,0.191948011517525,0.49099999666214,0.0509864985942841,2.27096009254456,1.37360000610352,1.37360000610352,0.677200019359589,1,1,-0.00467034615576267,0.0367219882545256,1,0,0.4,97.66666667,0.06666667,86,0.26666667,94.5,0.26666667,86.5,NA,0.560641288757324,-0.463952898979187,-0.360246181488037,0.118100419640541,9.34402147928874,-46.3952898979187,-9.00615453720093,2.95251049101353,0.33333333,0.55555556,0.46666667,0,0.8,0.57142857,0.6,0.8,0.2,1,1,1,1,2,0,3,0.33333333,0.33333333,0.33333333,0.33333333,0.66666667,0,0.790948991128117,47.20039,80,57.76074,80,66.60561,80,80,56.57216,80,80,55.89578,80,80,71.07478,80,-2.53566,0.2736,127.1,136.1,144.74,135.32,165.2,188.62,108.62,156.32,168.94,118.4,116.32,131.08,126.23,142.285714285714,158.237142857143,0.4,0.26666667,0.06666667,0.26666667,97.5499979654948,94.4250030517578,85.6999969482422,86.3499984741211,-3.31398963928223,1.49800372123718,7.19955778121948,2.45828485488892,10.9734255472819,5.62883615493774,1.27688038349152,-7.69845342636108,0.567273933440447,-0.366265784949064,-0.47120988368988,0.107628960162401,9.45456555734078,-9.15664462372661,-47.120988368988,2.69072400406003,0.4,0.5,0.46666667,0,0.8,0.57142857,0.66666667,20.2,0.26666667,0.4,0.26666667,0.06666667,86.2683715820312,97.4588114420573,94.3126754760742,85.5922012329102,2.86785507202148,-3.35455989837646,1.6253844499588,7.62312984466553,-9.46520519256592,9.88742510477702,4.40477991104126,-0.278477996587753,0.107628960162401,0.567273933440447,-0.366265784949064,-0.47120988368988,2.69072400406003,9.45456555734078,-9.15664462372661,-47.120988368988,0.4,0.5,0.46666667,0,0.8,0.57142857,0.66666667,3,99.9246622721354,25.6856358846029,0,0,106.69,2,0.66666667,"2024-09-13",0
"Justin Slaten",25648,"2024-09-12","@NYY",3,2024,"BOS","A",26,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,1,0,2,0,0,0,0,0.25,0,0.25,2.16704158401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.0063775332964,27.173712862954,1,0.666666666,0.333333333,0,0,0,0,0,5,10,15,0.0869320034980774,-0.0207039974629879,0.107636004686356,0.49099999666214,0.0509864985942841,1.23389995098114,1.50839996337891,1.50839996337891,1.80519998073578,1,1,0.0521607734262943,0.0182922672995385,1,0,0.26666667,97,0.26666667,85.75,0.26666667,94,0.2,84.33333333,NA,0.3860904276371,0.0066288635134697,-0.135648131370544,0.0488126762211323,9.65226069092751,0.165721587836742,-3.39120328426361,1.62708920737108,0.33333333,0.44444444,0.4,0.5,0.75,0.66666667,0.6,1,0.13333333,1,2,0,0,2,1,3,0.33333333,0.66666667,0,0,0.66666667,0.33333333,7.95129158697618,80,57.6258,80,80,65.59219,80,72.20668,50.76208,75.85541,77.47268,53.10316,67.05256,80,58.33223,80,-2.98216,-0.39615,81.6,156.42,149.8,125.86,153.18,163.06,94.52,121.48,123.54,96.28,125.1,137.68,100.762666666667,137.886666666667,143.101333333333,0.26666667,0.26666667,0.26666667,0.2,96.8499984741211,93.9250030517578,85.5500030517578,84.1666666666667,-2.72137880325317,2.09179162979126,6.40610980987549,2.35021352767944,11.0528812408447,5.65988111495972,0.48828125,-8.33983357747396,0.390976253896952,-0.138426642864943,0.00616364553570747,0.049012154340744,9.77440634742379,-3.46066607162356,0.154091138392687,1.6337384780248,0.5,0.36363636,0.4,0.5,0.75,0.66666667,0.73333333,17.18181818,0.2,0.26666667,0.26666667,0.26666667,84.1186676025391,96.8416976928711,93.9146728515625,85.5418243408203,2.53937991460164,-2.8489134311676,2.35858011245728,6.74222755432129,-9.84336980183919,9.88022994995117,4.38507270812988,-1.00162148475647,0.049012154340744,0.390976253896952,-0.138426642864943,0.00616364553570747,1.6337384780248,9.77440634742379,-3.46066607162356,0.154091138392687,0.33333333,0.44444444,0.4,0.5,0.75,0.66666667,0.6,3,95.7155151367188,9.26286379496256,0,0,108.129,1,0.33333333,"2024-09-12",0
"Justin Slaten",25648,"2024-09-11","BAL",3,2024,"BOS","H",26,0,0,9,1,0,0,0,0,0,0,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,9,0,0,0,1,1,2,0,0,0,0,0,0,0,6.03472908401489,9,0.25,1,0,1,16.1664797782898,-7.16647977828979,4.67848818451166,211.381984329076,397.871985713109,114.543946394147,1,0.5,0.25,0.25,0,1,0,0,3,6,9,-0.124096013605595,-0.248740017414093,0.124644003808498,-0.453000009059906,-0.0436416193842888,1.46020007133484,2.16840004920959,2.16840004920959,2.37040019035339,1,1,-0.157488495111465,0.0725028715371887,0,1,0.55555556,95.8,NA,NA,0.33333333,93,0.11111111,84,NA,0.509305596351624,NA,-1.11896729469299,-0.04739710688591,10.1861119270325,NA,-37.2989098230998,-4.739710688591,0,0.83333333,0.55555556,NA,1,1,0.66666667,0.5,0,2,1,1,0,1,3,4,0.5,0.25,0.25,0,0.25,0.75,42.6736749430773,20,53.8751,20,69.1752,71.23134,61.10847,NA,NA,NA,30.75437,56.3139,45.37235,45.60513,63.21755,45.602,0.39845,4.67477,75.88,19.76,8.2,109.52,100.86,121.2,NA,NA,NA,98.22,94.92,100.24,102.015555555556,89.8688888888889,101.657777777778,0.55555556,0.33333333,NA,0.11111111,95.6,92.9333292643229,NA,83.6999969482422,-3.24721794128418,1.55262088775635,NA,3.61491417884827,11.6958312988281,5.97980054219564,NA,-5.54593706130981,0.558037851005793,-1.11669228598475,NA,-0.0483221560716629,11.1607570201159,-37.2230761994918,NA,-4.83221560716629,0,0.83333333,0.55555556,NA,1,1,0.66666667,18.6,0.11111111,0.55555556,0.33333333,NA,83.9134979248047,95.8298828125,93.1600341796875,NA,4.25413990020752,-2.97285404205322,1.93291997909546,NA,-7.05242013931274,10.4631195068359,4.6690133412679,NA,-0.0483221560716629,0.558037851005793,-1.11669228598475,NA,-4.83221560716629,11.1607570201159,-37.2230761994918,NA,0,0.83333333,0.55555556,NA,1,1,0.66666667,4,97.3775329589844,7.31671953201294,1,0.25,103.884,3,0.75,"2024-09-11",0
"Justin Slaten",25648,"2024-09-08","CHW",3,2024,"BOS","H",26,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.0063775332964,64.7888072114456,1,0,0.5,0.5,0,0,0,0,3,8,11,0.112160012125969,0,0.112160012125969,0.546999990940094,0.0526974946260452,1.43746662139893,1.86679995059967,1.86679995059967,2.37040019035339,1,1,0.0781194493174553,-9.32812963737872e-05,1,0,0.3,97.66666667,0.1,85,0.4,92.75,0.2,85,0.09090909,0.18390217423439,0.212085232138634,0.139704495668411,0.153613477945328,6.13007247447968,21.2085232138634,3.49261239171028,7.68067389726639,0.25,0.83333333,0.6,1,1,1,0.6,1,0,0,1,1,1,1,0,2,0,0.5,0.5,0.5,0.5,0,-0.392669226673431,80,80,80,79.51232,55.51573,63.6727,42.08215,38.93535,23.891,75.4393,44.56956,59.55707,80,56.63129,76.24897,-2.17191,0.81923,119.28,150.04,166.68,138.56,108.82,123.58,87.9,102.84,102.06,106.84,134.66,152.1,116.95,126.802,141.456,0.3,0.4,0.1,0.2,97.4000040690104,92.7750015258789,84.9000015258789,85.1500015258789,-3.44528071085612,1.8166846036911,4.35663270950317,4.6128568649292,10.5992050170898,6.14748287200928,0.12434858828783,-7.82790040969849,0.185884341597557,0.141305152326822,0.214739695191383,0.155430171638727,6.19614471991857,3.53262880817056,21.4739695191383,7.77150858193636,0.5,0.625,0.6,1,1,1,0.8,15.875,0.2,0.3,0.4,0.1,85.3047027587891,97.6145324707031,92.9402008056641,85.078498840332,5.01413011550903,-3.20226351420085,2.13842511177063,4.81290006637573,-8.8812255859375,9.6455930074056,5.11040496826172,-1.1214599609375,0.155430171638727,0.185884341597557,0.130499381572008,0.214739695191383,7.77150858193636,6.19614471991857,3.2624845393002,21.4739695191383,0.5,0.625,0.6,1,1,1,0.8,2,70.3538513183594,-18.0661468505859,0,0,90.4167,0,0,"2024-09-08",0
"Justin Slaten",25648,"2024-09-07","CHW",3,2024,"BOS","H",26,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.4423702240119,-22.5814263197472,1,0,1,0,0,0,0,0,3,9,12,0.0803480446338654,0,0.0803480446338654,0.546999990940094,0.0526974946260452,1.02426660060883,1.50039994716644,1.50039994716644,1.58399999141693,1,1,0.0788280740380287,-0.000383609885720768,1,0,0.41666667,96.8,0.16666667,85,0.25,92.66666667,0.16666667,85.5,NA,0.342619329690933,-0.0238054171204567,0.269379317760468,0.145199477672577,6.85238659381866,-1.19027085602283,8.97931059201558,7.25997388362885,0,0.625,0.41666667,NA,0.6,0.6,0.66666667,1,0.16666667,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.69410640757674,20,80,20,80,77.579,80,35.37002,66.13561,22.1009,80,45.52133,80,74.80208,79.19379,72.1603,-1.41545,1.95392,141.02,-2.92,21.58,141.88,117.4,150.64,126.7,91.3,115.28,86.7,112.9,107.32,125.411666666667,91.8716666666667,112.406666666667,0.41666667,0.25,0.16666667,0.16666667,96.7599975585938,93,85.1500015258789,85.4499969482422,-2.41854267120361,1.50353972117106,6.93594551086426,2.41640496253967,12.0954132080078,5.58863321940104,0.687622129917145,-8.28240966796875,0.346662241965532,0.272709637880325,-0.0242429338395596,0.146693244576454,6.93324483931065,9.09032126267751,-1.21214669197798,7.33466222882271,0.2,0.57142857,0.41666667,0,0.75,0.6,0.58333333,20,0.16666667,0.41666667,0.25,0.16666667,85.6259994506836,96.9743774414062,93.1994323730469,85.3527984619141,2.98624992370605,-2.30677318572998,1.7282083829244,7.52061986923218,-9.95628547668457,11.1439399719238,4.77072970072428,-0.503583490848541,0.146693244576454,0.346662241965532,0.272709637880325,-0.0242429338395596,7.33466222882271,6.93324483931065,9.09032126267751,-1.21214669197798,0,0.55555556,0.41666667,NA,0.6,0.6,0.75,1,103.032135009766,-3.52760124206543,0,0,103.032,1,1,"2024-09-07",0
"Justin Slaten",25648,"2024-09-04","@NYM",3,2024,"BOS","A",26,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0.333333333,0,3,0,1,0,1,0,0,0,0,0,1.54372908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,76.4551252906048,76.9288520456552,3,0.25,0.75,0,0,0,0,0,3,8,11,0.0391520224511623,-0.0189419817179441,0.0580940023064613,0.458999991416931,0.0499184355139732,0.713100016117096,0.705600023269653,0.705600023269653,0.492999970912933,1,1,0.0391754396259785,0.0157285311583011,0,0,0.27272727,97.33333333,0.09090909,86,0.54545455,92.66666667,0.09090909,87,NA,0.283884018659592,0.0495179928839207,-0.734721720218658,-0.0373910665512085,9.46280062198639,4.95179928839207,-12.2453620036443,-3.73910665512085,0.5,0.8,0.63636364,0.66666667,1,0.85714286,0.45454545,0.5,0.09090909,2,2,0,0,2,2,4,0.5,0.5,0,0,0.5,0.5,5.10872001740522,79.34254,80,71.12236,80,67.48524,80,26.54686,52.10439,20,20,47.35725,21.12045,55.87119,65.83286,45.11021,-0.23934,3.71808,135.44,135.48,162.64,128.5,143.48,163.66,106.18,72,85.42,99,58.2,62.56,111.010909090909,89.7381818181818,101.309090909091,0.27272727,0.54545455,0.09090909,0.09090909,97.1333312988281,92.5833333333333,85.6999969482422,86.6999969482422,-3.28382682800293,1.84792709350586,5.73491764068604,2.68358945846558,11.6240221659342,4.59623781840007,2.19916749000549,-9.62818145751953,0.287866711616516,-0.706089667975903,0.0501701384782791,-0.0380783230066299,9.59555705388387,-11.7681611329317,5.01701384782791,-3.80783230066299,0.6,0.66666667,0.63636364,0.66666667,1,0.85714286,0.54545455,20.14285714,0.09090909,0.27272727,0.54545455,0.09090909,86.8815002441406,97.2783406575521,92.7094014485677,85.8069000244141,3.31686997413635,-3.04626528422038,2.11605501174927,6.34749984741211,-11.3931999206543,10.5047200520833,3.37256177266439,1.33112001419067,-0.0380783230066299,0.287866711616516,-0.706089667975903,0.0501701384782791,-3.80783230066299,9.59555705388387,-11.7681611329317,5.01701384782791,0.6,0.66666667,0.63636364,0.66666667,1,0.85714286,0.54545455,4,91.0630950927734,-9.00448894500732,0,0,110.71,1,0.25,"2024-09-04",0
